code;name;time;pos;Ngroup;timeGroup;posGroup
4656388341328156244363983794790727794191702836981702427335009477490408190985121998993593306413411803514616429136042895068443842584052283858733968065024824636894698148787482229264037376071208174293578397373231557009360387809253384014408321020974097970856246132997372397276450891863373320604214657107471184700895865806897881524262298473068972271333724586059791860465000881896083048734687581252610574343413095676140449777756275019910238232672330794856893336193625416989990370022896298356047300477946213866723790625192165146991928423773108494354341680426384779641127717866057267849191494223082599626357481175265088347831359661770875423238015999767530867635742204224854586314243537909413130206546402325110961419351820908943149854155214998153574476083138936598118185755630339219256874324152635016355659773379607848413292816966901645058165455267977474950758792588043073153383462820348455443356999485696206083927436750135940978156427070638443126836583913478634529601549048035138065363911737026382267780785269090929022625940418340308460377940453710871934770875995945615576615536642041305833728966098839543173820630897003156360330619254421767245258841703351348148626134968053654368062200441509670318772093365625528159657552851310769376846231985572756390060509041894297344112617618558405540707130388696851626199015748752204169779582358390184530597563579115100922038527661021984421848683069247183737627320654219672371954376612101986057787051984407484527325564190357126282941394219542908566368548215396026247258787123557513675697014968837508457093868938757883970971151913486872326527067593719626631514174527152368289293571583863901684340175074165747008087467629438810494016178266944999220133659433808217371374554662663926420994632714771955627095817172013936624175404196878098551902072648971550687063832910821155151493348855281629548963406696236434786541321147509923661142563115428562295898538954981376;JUAN;573772;990;10;190446;10
47374579132633421759024168641183793408583175520827795820343411417575501830908254462615245620054585310609500780281630049611507996734684265037913951157966708546214167899384400571223093246146816203075092647501994882357265782270049274666391390492092776902457017470578892097107786250772329458260529542387981383010933241745079974678059856216085545885284949947656465299455741277462169254376787467544387864026209085013466207863825742634352222444605588475981867702550882387847827504278228320176828652298256153319224362975155659740753556071499841233627349292310283447720607870161513271360019379814717834282033563240960291159873146226968732700050293190961156189125065773737607126480927360906592476566332329101478326053235079327195513954604236346752127644588695669390554527457019778163517480533020285536258050439288390829867875636213805365105703427867193982814944987766561949231324374222030170648463570265814498358124017738804835366897901469152898573111619592719841271801608039084763509852853742272832385591757698205706234111086503630493284730950355289552130678613916990842042024368127974719394158433670682109134028599444055758182858355979712400240294519219737265976508658508942380489361750225837718404227544205094229897609044963196453305246029709463800285653908415784048666286170187784866531638718944396574406656734346605735006410335077859437375558074003642136781992922146395396639673549842141881527621313979207049871940691754466761188921337905886833151156925497391332970575336007073996223114183038789850615235217490837965181910195497527700068668889139794327733026722167916210517835572947218984329825887868175200279913046769319170335069456507458446542569497627763128588035348268527307592636288750192181242436559657653352759817012206802341116684436027243135048110137594085376;María;504955;989;11;776343;11
70769948545755630087787785362416848348337562221018401714756808226523166834969186934934577176138480115550722312154423710246908946514442705267693755873725990678141104317902100779220854301315161826837337389883291852548858856146069690417832168963277858645399948130949859191830630979797702591135609763227362954812983390851402375199186149203317996158326631882656840712220333131722122940823767339864472658111903891616281227734290959975678060044998992336437872534728852316227087682476648903908498110371136420130235901320174242813050792569719296245980152317679150446199066357995450342552667665250628368154826627352520193788896183411394202786447816728800608440799421696725192791228476544965285208884579932489353729925804234298428872497385760226959911384021904993781023942826018201851442882228768635645656220573992853743732415996774046545054476019794979740885526032481637594285690890600688369465375991761740887057358484225305283726179382875592515299801121219487004467314996221467063531750199839713987541641605315101082505351549691986177097056954052238670770806963457317551576170829549240059874092048627326007913883262705541279178191172058864174158071630984225463808270005833261877586938767843675640201182275507281024072991926321078848567984111052993483801744716402688369679355428047103847079670874322723933604348768426832053695896621890588063290308630705762427597372846357486184070567607454365051711947837147863647397138960841111536264407773037692971077180158561413135253730150862996036571151365056909016406644109393280684447685953960183695042873883497798833871832720620927725896188629992335770310167123182100406105010476811753709617605358686414028355125250811624641716575623046856487971050071349622658951082890897602276763893760000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000;JUAN;437827;988;12;998103;12
1483784242641131039657551578119314819620376986096831464773943821289122651786415065391612714966408896828485921625067009770365896418722250524680531836920855110290211583327139857581882231086217203075065890141818978295686460179608216707248445184268591606064685454145505464879714982749454577196042325166257411691842953655910562656093485659443197839579394096196369200489042864275678987506514393638477381561173675270978365348703403348056372889473665075913098181178834332464827375378351837427518571842152159524338297982394565477638865977309808055588638515342609849600250971856343432109900090618740938922189587067560460163936548509447164892951513842711457766846336850730960511252947365423724569008259997000656898528497998105115404813844484458567931467106960828021440710861132380605417025317980718650920274893392081611751837487542814747685175566597602895200006669031214242658139464409782907441976627976089455988313583734996008641738458613985178228127906891731214143078178609141551019588916822583074860483118837818585419721195708041739171327147939483874103578371606282523601086104593960584936693927833181809888516221481211490386781947142241790619003433869821460595644598222437282907423386156727078562445508104980072097526910599101751747266087768966278755781410209534302352970713903263758590092983428272090492617081442073499266516007940972983197406237767334411060282324495980161661858382783402472712539822518908601026957458679436447570663502523154853521889734320008717966186793663233290790369988943034996639846764356441790296224317255025060773690036696657477868841651500099629746032704628391146310790110728363967156063271399668997432202753164273032926578602062145429739021783852586400476499577200116824179246411328870391894375689542966223565635580163263397635424354179748205914021117623898223169083076815520144391968251672929206912044485071968931057674653254279088507587664625717477376;María;411177;987;13;420394;13
410144185078395173337831007541756269210540055746782908293602089383811025324710529751402139662291787917303817796448405603004945681753506017390251982762957538220511075956539279687895397473944717021760214801616147388734167687290860925098965503180171841165657596041644241336274870341944884406631478722879127908396865225877580158306440365725223449835685272494940418442877553307047149068434573262169272254125417505467436513585308727971248248809462144071923546285101459136219983258310481526998714783119999607433499861108268538577549127138771428985140087877803867047259298247078105437596670121748918316295204239868540228052811193760272706362010430884001855365618997864529598341508337033751318320079158136907980170352176118684127307892812530526815018832430270615615872837005994166531338379129042271167098964252123385592929852730267385360472913258947006728788267905228438726288941842985739860308188432223135488943486454664535688294660839933283265630136101870223505477160814938412431988575819652106434705620825582039385457450172261445353347362476170901709842890318589017887445778258179772685755395981194409909855788684242183566818129012639970359126393106389368757974821442697107988918537724797253317644727948239683425167542887634788743194552909455797096760663693298823590291377041955477830310835684269015708176041913695321999859878962189762501053475869262405605732118657765189023551669301142157923697369913441968078547667971225176062908286528487731352025785926098595131293745116979148666309210321489286385388002817347490939517737532485055231660500110004792316318374830711738172627556388620010261827143220345774545667403030142759501891962673635130662148441340956193100775335773855036192567866529897967757347705695195121425935647932498155167526751807227515960241475545698813042159208511656681413838217338730051669646200894723865134597384334009613424030166498563247176622952305925357494736179429376;JUAN;338656;986;14;7017;14
82272686254939759044720858585341291266057753577276814026269386170038679299694359851208664727548709079192553331342906733477963368728801231913082979268906606204827736974891655424395917228407278871544083464632484901624567867311229164666861050251520691877871969841744663484953259149567065509989807187514225287219354142060910140736754807184224044695463642487227039159628655213050552970916632676045784320207828322587572850415869120647927678389457592729909795707775131491982999881273818496438056850286259178459039448922238542199197743199394971703194178226310244220618311563103501299423894599526638495813835295995968222414236548488091672834845177665039868007700050379337393442787887544520191633187396383700449098727158680015807364146945113197927915761433039999103842201999971916954680127939394743871028483675468046621533753328513548072727138562220495149392724134698707159948420647730604940515645531915076693971383193624479172684118766300060968218297091290862835411845235184267632821499975008868137871590923029776506484419925955355088609691214927308425609370686816770269309327255291178842684214498096275850864784020651555684905188871361130183729326902948030361558493102930805859408230190413548266899597080974801585162363847691652068039901548103160458935775462693805252846301698263300703091694956414865334944004785437679680280474890935530126107840473670699355847924984319152401658999056371948516784526029294977404401790173829048449323225035880504027813744916271662400023555615945686584974242845520942249472980309188616122999030925610764204845433247707164009397384637562828464510384296852241343538413627522648762388215223444010768000104337718452530639017876588087548675133419015899369701376;María;409090;985;15;308497;15
288080974809338803937306163100152102717701812265662054380424921551392310311711549151966005772468542144404973245189904039488846207197709397362766559746498415337099060823641477490735632232829425199706098320178706221523425383199094291173390019663444538326276174536484182005223300624925716029303550276279660791676233410714468645724553412736387373143125677450008571130928458527196052476484593706108732461484346460466904265888326007526331120785360274115767551201160603757424732487412156280122242586997087335394093471028515266519580466007075349979300826541084966497434286301550365481236763281320306126674630186107737856934710771560850770500200918223570448213411220672758200737903003434054331792365125512993095487061782474932023867667299358082028342179371185822011508620631106820976583657859780634221125276561148050789968040527132051230376807419978914092727856587123045706806010359204142583988006968526619042771742699884733757084351394402132690134985419530586576680874036304483748486433972464663614271788541228973894194515763955860276052657495405086959465305334222660197243436673323599897850533887932362833597248736307121233309855187791261049428345269282528469976834674628309370551518728109874938013805228358865156859767575647437652036247695299184020808593864174375209017366023963573694007825919916972382704123702673914788159343889500032610904883836967443234596618612299995814921762554784464298732436426707845538474184368547664886423746573629446240623869242786785827320069626312798623329489467641814995205202826549449696811345918414795699819104584180459710935206973144359259565321709328208411747919348636106744153546657660653579914964714157024171383584583908946276540366218669475748050888285613866578146543508815553120763170313533935938965404622065571094777984466643535519480237522804640674565859573760000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000;JUAN;370279;984;16;446544;16
158150074747823856310732196495152855864404632286493673182741726858986704710409861300189655958636928510758138901526183333282300711767490798430461723302856609789264098245165416332425543876253091983809413966163282999802015482954767224752410658447864512603546691557941206278899466564445478434258076066463769518225635376020952854459081246727894716727175756604651623453803808217021808327581181736631920646535655281125873454711815353261636268463540295980809702901407524345371870274335630145265819909574101107927382579935816435452849534149134482425700106454511055619684162660089244449476568377214414829115523460661771428870596843037374756538466709244315061824832361675697064089605806629013182552750948968703183158159411170839679107714066532802877895820741249308619261891751127639675968111267910925292278335742446939731780354528005857457112177915282788984739412248123914007258701343488293803586242205013750213028112080611784929928865527215648845073700379034414161840383394394661299621899078675610360291342172548617041124724004338366829625364655922532753366554640660545664339926607386237221486486771251171655580494658736820726198529524789645307017468497801799041734465794395316347385508094909360765299468486941847953519730578601101032402944858895813355469427735926192406299458402998931556931838996446779799108995979787523668298524501906387119683897282573131337741549669544277822443480303861578660093446135112224081321051373702666920745238535983642334955832245003231531117230552778236539998709850326373045528965274110553366563384653123778358966071014290452267694150369666496256195396806584663408307575605160065851078868871956611657571042099048877796832562830761667879060901607427565095104225034053716214639195865764574028581678144402383628037281134690362465059819352167219048499048312989125766014085463203993908499757702823811395212853164169514214171470170819286080832981750771994737933354090983187468517376;María;109283;983;17;53580;17
3700142503726694063155823180791240405443322683433408663398666284752395038160708327905510914681336532574788162962619416690493891364984279018967034019011466896258479656685384241964033542642109282001093251639823113045411155631911272863979376810688283690936108450957427711580621752108541901941643492585984005782162104493564032810014739877045245687484491437795524746579836069481200475972077212081124365924441745950818348523855924039962620290661592874575641530076172096946763631878266576682802543311466538826169774760552788481350394510055082048411434085773237560376747872185677730621324740824444060791742548282327551663160513431982141396972683318318038419726160064667652752345117597194971807637723589536863529288040845151520897749380653662904499879022783646176864849510389445211976758901340536317615001997911753170986740363932902779687384848691993067185250825008550684978181281482755032237311582521011798442503722560222909750535191881506371544014277571694998196174237278117351624552600920140961073781497219124924122831130184687696613838376759822786935930730424186948964234979288716401071157784382277771982767227195226226759773893174624592282007937889729566770861855933794597304285066238654961551639323137390351248543112210674144037966753129433011724727996328289196642424540877731973299647001830557448594315442910461313869581617929143117440931117526417967413512644560705750691417784356324071218775480455088878472186496560459415159342986862655886262059983044790047112359003468286323797136080774712357648339025068288158267702808755337277192381440570721712167164901825247225306959915928439288473104726896288091851029633869705425837893692298192421883427499729663381227938507351346866186611470542891266344486167249720069896633398869406964758199550160191833526897362120796500831304952053760000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000;JUAN;190556;982;18;233030;18
736738435317357715661041085937888201745522274436241271939575548171690403925787839390378541797093863382066260987415983280693776999372051275579076543021895922873970423143129036015084863587754172375741947338241211209531923330859815891712611867907751460758301138696283681708508066105850575941919202089205806316840242718354070592599791273361835821950072787435442820598210776763835719513287615237402216177814469889155200050223162788744334599021114777272085735122972042420497090117441490659163200343838154286052883866949954205305051445829814074512760808701973389265443874628407366437170458192900421532701761777467667407407702062769556269159087959268500224949873495704272187221011491047477199823286385797115453829105718312501551442402332837525723789614314439137757793069448933536520166099568272271380428279138033233354806658903522581705024448721780026772342856119150265404472752132604374978130390801975432692388171266583848546527062319157826437932446303200119889643431231906976283427874396685448766897468371948391178873795005170615013499890719955494926745535111865604039155752689405058763562574205790489734549833568950065251492865016552173167750942820243476519636423202786934767093432272915235139135156833524260078133290220227068493669287826486842999138303603107868411360533619439301801747266926150049336019533993429190183272225800989012066296693722424011783571547492383910247017932935364596947187723011246735299156245032501988730936499583222235195277901522245339650980092682728497384977228466193358539303815065326925316209422629189600126217933097408597130404000135995739785457992972075242425571488619244331704033329602835060150041519690267254850277809157537616894433193748560782406701199282419864954192550741427468628366083062152527194588101455163600170427569215465547463395125493760000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000;María;660305;981;19;361698;19
40353724537664846654193299275884085981353313446360101650755736986085184969629180616530293812316998986224598655881600057179258284233962075510909582938254968249627408742528900812830745114071399856747449839672643733445638260421733348899693011211031925246407254965761808666675914034861892636774582551748171671136048947769597395906854246321504184154903569348133565084733604048255112044301885920018771157259756869180727406662581255352251841949803518427418373125081362973142077273961995347709773871375529791829548571220667486674739019571127169543342137920616967528725897853577510930109829233397445100265991876004779870286054051974261078330045523793263264831494847515412026738580832941146815265307588677799154535833581311863209930661195781786920078899009059765256666625681798621883620000130932405500018939027893738678367096479297650860395848302746884854800784370727091024648384897996960394386320231794775705788583239047451978735110226712298134156190916850979026017154182823788979779946245121734765753021941379376998486444955921252005330652887200518901117375790733459050196297595091819991922123884390907809460880798530565126576753699776478084321031139246141342922099121679784690716390786315151960199434921912115621936181856041201822770621914661255314091564919994694024110477074390261470412625645071023812257156034523690524921595319096223975408120239960506692732399102153230109632533283487940082930174788316165920763902131203154338958936950291989842495500023403488518050475404471677507125909173669547051339918841571151399694538758231275924941872728849346906876104880086355219314943951555702099918699600980232675728449068617478009567452064874595217726831616999797030842946318969842781033720382446222967709156972241276336170969976814011011430177778932136902924486126958631156467745593329326284730472742735006572203716174172961662043632042133443324653194990417949716888173815646888034692942985273987301376;JUAN;760752;980;20;570635;20
384234647184505147854462176497712508359285725139690665271587666203769618501295226561537764702849079297713774942994703733877294935392424156500560652622141759764095103663589690781661196078810151842252388551034477553540157778310750093802561291479096005538166060674497537938202125662493763199181657389089844487723981161314140537121625102306739562208430410639954881170407071892518280360326820133532115544309284187970813541495763646992451228683123713168620341549600463726397152785062784613731982188516577113691949479039026237664075352009464397848979942404445231228368296006322303453099155453465687660598894654796535541993408947801993772769031386267328495457676198423695886276690794286057232575878520615146298757339652074594202696352783621845398847681419796980810973795259429584687538696094097549924814641868539348890318013169377840067651353697360237524783953999298309621581753919302906039956390449138243741332227976374635021886636804472177047390925207385661547613006210220563248581345528995739100032619895840063985683687262123440015709200760990334176751012653344113423136102431659929766129919650309699362657103400250004886915277649914664839788329769240410107717341578876348644766389843864636997718816531724372191985114154202770840362724875641633899852117733832186468806535637450655755180315343170369481039100265737481371669405816431375060960259982574832417922199918339155630413510850954583181538172950736739979340475691981309369600460841093850833990471023101943843350177064458304892747622390375408512855660656955704638985822448087320113468746946516459091524805102607139586681755361943309316512272650011862432819689323831479301529500994556637144421465602889284621042129707518596745578082266239055190149371368287094295721437764074937659446387362743208149140792372694800807908354566469351429014513052329799292222132131336832150882691327983909857537238615373687547214759645413376;María;861140;979;21;67386;21
